sku,weight (kg),depth (cm),width (cm),height (cm)
DS-72221-6US,,62.5,75.5,18.6
DS-72220-7GE,19.1,62.5,75.5,18.6
DS-72220-5US,19.1,62.5,75.5,18.6
DS-72220-4US,19.1,62.5,75.5,18.6
DS-72220-4GE,19.1,62.5,75.5,18.6
DS-72220-1US,19.1,53,58.5,18.5
DS-72221-1GE,,63,75.5,20.5
DS-72220-2US,19.1,62.5,75.5,18.6
DS-72221-4US,,63,75.5,20.5
DS-72221-5US,,63,75.5,20.5
DS-72220-5GE,19.1,62.5,75.5,18.6
DS-72221-5GE,,63,75.5,20.5
DS-72220-7US,19.1,62.5,75.5,18.6
PRIME Z790-P WIFI,1.68,27.3,33.8,6.8
GV-N406TEAGLEOC ICE-8GD,1.21,35.4,18.25,7.5
90YV0K21-M0NA00,1.19,22.05,36.8,6.8
V511-248R,3.57,,,
ABBY16B,0.02,9,2,10.5
DS-72220-6US,19.1,62.5,75.5,18.6
DN-49205,11.4,58,47.5,17.5
90YV0K20-M0NA00,1.92,22.7,42.1,8.8
6F-DP-HDMI-4K60-HDR,0.09,20,17,1
3F-DP-HDMI-4K60-HDR,0.06,20,17,1
90YV0K70-M0NA00,2.3,23.3,40.5,8.85
PRIME B760-PLUS D4,1.16,26.6,32.8,5.3
43393,0.77,24,24,6.5
SG1005D,0.18,14.5,10.8,8.5
90RC00T2-M0UAY0,2.4,20.7,40.4,13.55
SPSMSCSC-OS2-30M,0.11,22,20,1.2
SMLCSC-OS2-3M,0.03,22,20,0.3
SMLCSC-OS2-2M,0.03,22,20,0.3
RTX 4070 SUPER 12G GAMING X SLIM WHITE,0.97,,,
PH-GO240D30DWT01,2.3,14.8,31.5,24
GV-N4060EAGLEOC ICE-8GD,1.1,35.4,18.25,7.5
RTX 4070 TI SUPER 16G VENTUS 3X OC,1.66,,,
90RC00T1-M0UAY0,2.4,20.7,40.4,13.55
SMDOS2LCLC3M,0.03,22,20,0.4
SMDOS2LCLC5M,0.04,22,20,0.5
USB2CC2MNC,0.05,12.5,22.5,1
SMDOS2LCLC15M,0.11,22,20,1.2
SMDOS2LCLC10M,0.08,22,20,0.9
SMDOS2LCLC1M,0.02,22,20,0.3
GB-AC500G ST,,58.4,33.6,59.4
90DC00J0-B09000,19.8,37,73.5,67
GV-N407SEAGLEOC ICE-12GD,1.42,32.2,21.4,7.5
90YV0J49-M0NA00,1.09,22.05,36.8,6.8
H610M S2H V2,0.69,23.5,26.5,5.2
H610M H V2,0.69,26.5,26.5,5.4
DB-340111-010-S,0.16,2,15,15
MO-UDC-2,0.1,21,31.4,1.9
MO-J9150D-AOC-3M,0.04,,,
MO-UDC-1,0.1,,,
MO-470-ACEU,0.06,,,
H610M H V3 DDR4,0.68,23.5,26.5,5.2
H610M S2H V3 DDR4,0.7,23.5,26.5,5.2
V513-626R,1.68,,,
RTX 4070 TI SUPER 16G VENTUS 2X WHITE OC,1.21,,,
90YV0JZ0-M0NA00,1.7,23.3,40.5,8.85
90YV0JJ1-M0NA00,1.7,23.3,40.5,8.85
B650 GAMING X AX V2,1.96,27,33.5,8
43390,,20,20,4.8
UC232C-AT,0.07,16,23,1.6
RTX 4070 SUPER 12G VENTUS 2X WHITE OC,1,,,
MPG GUNGNIR 300P AIRFLOW,13.2,,,
MPG GUNGNIR 300R AIRFLOW,13.2,,,
B650 EAGLE AX,1.74,27,33.5,8
90MB1H60-M0EAY0,0.88,26.3,27,5.15
DN-FC-9101-APC,0.04,24,10,15
PH-ES121XT_DBK01,5,44.4,24.5,28.5
LV-UTP6A30W,0.77,30,48,11
LV-UTP6A03W,0.09,,,
LV-SFTP6A30W,0.98,30,48,11
LV-SFTP6A075B,0.26,,,
LV-SFTP6A03W,0.12,,,
LV-UTP6A075W,0.21,,,
LV-UTP6A02B,0.07,,,
LV-UTP6A0025W,0.02,,,
LV-SFTP6A25B,0.82,,,
LV-SFTP6A15B,0.5,,,
LV-SFTP6A10B,0.34,,,
LV-SFTP6A075W,0.26,,,
LV-UTP6A30B,0.77,30,48,11
LV-UTP6A25B,0.65,,,
LV-UTP6A20W,0.53,19,,
LV-UTP6A05W,0.15,,,
LV-UTP6A01B,0.04,16,,
LV-UTP6A15B,0.4,,,
LV-UTP6A03B,0.09,,,
LV-SFTP6A30B,0.98,30,48,11
LV-SFTP6A20B,0.67,19,,
LV-UTP6A10B,0.27,,,
LV-SFTP6A05W,0.18,,,
LV-SFTP6A05B,0.18,,,
LV-SFTP6A02W,0.08,,,
LV-SFTP6A02B,0.08,,,
LV-UTP6A15W,0.4,,,
LV-UTP6A075B,0.21,,,
LV-UTP6A05B,0.15,,,
LV-UTP6A01W,0.04,16,,
LV-UTP6A005W,0.03,,,
LV-UTP6A005B,0.03,,,
LV-UTP6A0025B,0.02,,,
LV-SFTP6A20W,0.67,19,,
LV-SFTP6A03B,0.12,,,
LV-UTP6A25W,0.65,,,
LV-UTP6A10W,0.27,,,
LV-UTP6A02W,0.07,,,
LV-SFTP6A25W,0.82,,,
LV-SFTP6A15W,0.5,,,
RTX 4090 GAMING X SLIM 24G,2.65,,,
GV-N407TSWF3OC-16GD,1.51,32.2,21.4,7.5
GV-N407SAORUS M-12GD,2.97,45.4,27.3,11
GV-N407SGAMING OC-12GD,0.19,39.8,23,8.5
GV-N407TSEAGLE OC-16GD,1.52,32.2,21.4,7.5
GV-N407SWF3OC-12GD,1.39,32.2,21.4,7.5
90MB1HE0-M0EAY0,1.65,27.5,27.5,6.75
90MB1HD0-M0EAY0,1.65,26.5,28,7.1
GV-N407TSAERO OC-16GD,2,39.8,23,8.5
GV-N408SGAMING OC-16GD,3.09,42.7,26.4,10.5
GV-N408SWF3V2-16GD,2.11,39.8,23,8.5
2PC54AA#ABB,0.12,3.35,10.7,21.6
PR12GIP-NETWORK-CARD,0.07,17,14.2,3
2P6FFC-USB-SERIAL,0.29,15.5,22.5,5.5
2P1FFC-USB-SERIAL,0.16,15.5,22.5,5.5
1P10FFC-USB-SERIAL,0.13,0.1,22,20
1P3FFCNB-USB-SERIAL,0.08,20,22,2.5
1P10FFCN-USB-SERIAL,0.13,,22,20
PS74ADF-SERIAL-CARD,0.27,20.7,14.4,3.8
DMFKSLCLCCOUPLER,0.01,9,12.5,2
2S232422485-PC-CARD,0.15,17,14.2,3
1P3FFCB-USB-SERIAL,0.06,,22,2.2
DK-1644-A-15090,0.53,34,23,
90RC00R1-B0UAY0,0.02,10,17,1.7
90RC00R0-B0UAY0,0.59,6.8,15.7,2.5
90RC00N0-M0UAY0,2.12,20.4,46.2,15.7
90YV0JR0-M0NA00,1.42,6.8,36.8,22.05
MX-250,0.01,,,
MX-220 5G,1.34,28,37,41
M600 5G,0.01,2.06,2.65,1.3
M120N,0.01,2.8,3.1,3.9
LV-SFTP6A01B,0.05,16,,
LV-SFTP6A005B,0.04,,,
LV-SFTP6A01W,0.05,16,,
LV-SFTP6A005W,0.04,,,
LV-SFTP6A0025B,0.02,,,
LV-SFTP6A0025W,0.02,,,
LV-SFTP6A015B,0.05,16,,
LV-UTP6A015W,0.04,16,,
LV-UTP6A015B,0.04,16,,
LV-SFTP6A015W,0.05,16,,
RWMIP66W012U66W,30,62,66,68
PRIME B760-PLUS,1.2,26.6,32.8,5.3
TUF GAMING B760M-PLUS WIFI,1.65,27.5,27.5,6.75
PH-C350IBK01,0.65,13.5,13.5,6.5
RM-SR-T11,,27,52,8
RM-WG-T7,,27,53,11
RM-FR-T9,,27,53,11
TRX50 AERO D,3.04,29.4,34.5,8
CAP AC,,14.5,14.5,3
AX5U6000C3016G-DTLABRBK,0.12,17,14.1,1.22
AX4U360016G18I-SBKD35,0.05,17,7,1.22
AX4U36008G18I-SBKD35,,17,7,1.22
B650I AX,0.79,18,22.2,6.5
90YV0JS0-M0NA00,1.19,22.05,36.8,6.8
AX4U320016G16A-SBKD35,0.05,17,7,1.22
LVN122430,29,35,35,40
B650M D3HP AX,1.7,26.8,27,6.8
U421-003,0.05,1.27,17.78,22.86
90MB1FZ0-M0EAY0,4.85,38,32,10
DN-49206,13.7,60,58,15
DN-49103,6.38,46.5,34.9,15.3
DN-49101,4.98,33,34.9,15.3
DN-49204,11.4,58,47.5,17.5
DN-49200,7.56,58,31.5,17.5
DN-49104,8.04,59.7,34.9,15.3
DN-49207,13.7,60,58,15
DN-49203,9.88,58,38.5,17.5
DN-49105,8.04,59.7,34.9,15.3
OBSERVATORY Y MESH,7.8,,,
ARCHERVR2100,1.17,24,31.8,7.1
GTX 1650 D6 VENTUS XS OCV3,0.69,,,
AS445C-POE-INJECTOR,1.7,30,17,9
LVR242630,8.01,50,52,16
DN-96007-1-K,0.01,2.3,7,10
LVN-CAT6PE-FUTP-305M,12,39.5,23,39.5
X670E AORUS PRO X,2.4,27,33.5,8
X670 GAMING X AX V2,2.15,27,35.5,8
TL-SF1005D V15,0.19,10.8,9.1,8.5
B650 AERO G,2.49,27,33.5,8
KF560R32RBEK4-64,0.11,16.76,10.41,3.56
KF560R32RBEK4-128,0.11,16.76,10.41,3.56
KF556R28RBE-16,0.04,1.4,9.53,17.15
KF568R34RBK4-64,0.11,16.76,10.41,3.56
KF564R32RBK4-64,0.11,16.76,10.41,3.56
KF564R32RBK4-128,0.11,16.76,10.41,3.56
KF564R32RBE-16,0.04,1.4,9.53,17.15
KF560R32RB-32,0.04,1.4,9.53,17.15
KF564R32RB-32,0.04,1.4,9.53,17.15
KF564R32RBEK4-64,0.11,16.76,10.41,3.56
KF560R32RBK4-128,0.11,16.76,10.41,3.56
KF564R32RBK8-128,0.19,16.76,10.41,3.56
KF564R32RB-16,0.04,1.4,9.53,17.15
KF560R32RBK8-256,0.19,16.76,10.41,3.56
KF560R32RBE-32,0.04,1.4,9.53,17.15
KF568R34RB-16,0.04,1.4,9.53,17.15
B650M AORUS ELITE AX ICE,1.89,26.8,27,6.8
B650 AORUS ELITE AX ICE,2.33,27,33.5,8
A-CC-Y,0.03,12,10,2
A-CC-BL,0.03,12,10,2
A-CC-B,0.03,12,10,2
A-CC-G,0,12,10,2
A-CC-R,0.03,12,10,2
PRIME B760M-K,1.01,26.3,27,5.15
43388,0.3,25.5,23.6,4
136-46,0.03,2,8,11.3
CC-H61FW-01,11.2,36.1,50.8,51.5
CC-H61FB-01,11.2,36.1,50.8,51.5
CC-H61FW-R1,11.2,36.1,50.8,51.5
CC-H61FB-R1,11.2,36.1,50.8,51.5
0970-0032-000,0.18,9.65,9.65,1.52
B450M DS3H WIFI,0.95,26.5,26.5,5.4
OBSERVATORY Y,7.8,,,
LVN-IP68-STP-CAT6A-COUPLER,0.3,,,
B760M GAMING AC DDR4,1.07,26.8,27,6.8
43385,0.06,2,17.4,19.4
5G4AINDRM-USB-A-HUB,0.45,14.9,21.3,5.1
5G7AINDRM-USB-A-HUB,0.5,14.9,21.3,5.1
12S-CABLE-LACING-BAR,0.6,6.6,48,3
ATP700-GB0102F,4.8,16.3,51.9,39.2
90MB1FS0-M0EAY0,4.35,26.5,28,7.1
90MB1FX0-M0EAY0,3.6,31.2,37,10.8
RAF120WH-UK,3.33,,,
RAF120BL-UK,3.32,,,
RAF115BL-UK,2.38,,,
RWP16U45BL-D,49,67,64,82
KF576C38RWA-16,0.11,1.73,12.22,17.15
KF580C38RWA-16,0.11,1.73,12.22,17.15
KF580C38RSA-16,0.11,1.73,12.22,17.15
KF576C38RWAK2-32,0.17,1.73,12.22,17.15
KF576C38RSA-16,0.11,1.73,12.22,17.15
KF564C32RWAK2-64,0.17,1.73,12.22,17.15
KF564C32RSAK2-64,0.17,1.73,12.22,17.15
KF576C38RSAK2-32,0.17,1.73,12.22,17.15
KF564C32RWA-32,0.11,1.73,12.22,17.15
KF564C32RSA-32,0.11,1.73,12.22,17.15
KF580C38RSAK2-32,0.17,1.73,12.22,17.15
RTX 4060 TI GAMING X SLIM 8G,1.6,,,
MAG FORGE 320R AIRFLOW,8.35,,,
MAG FORGE 120A AIRFLOW,6.96,,,
90MB1E90-M1EAY0,1.29,26.5,27.5,6.8
KF564C32RWK2-64,0.15,1.73,12.22,17.15
KF580C38RS-16,0.1,1.73,12.22,17.15
KF576C38RW-16,0.1,1.73,12.22,17.15
KF564C32RSK2-64,0.15,1.73,12.22,17.15
KF576C38RWK2-32,0.15,1.73,12.22,17.15
KF576C38RS-16,0.1,1.73,12.22,17.15
KF564C32RW-32,0.1,1.73,12.22,17.15
KF580C38RW-16,0.1,1.73,12.22,17.15
KF576C38RSK2-32,0.15,1.73,12.22,17.15
KF564C32RS-32,0.1,1.73,12.22,17.15
Z790 AORUS ELITE AX ICE,2.3,27,33.5,8
R-AK620-WHADMN-G,1.74,22.1,15.8,19.25
KF436C18RB2AK4/128,0.31,3.68,12.22,17.15
KF436C16RB12AK4/64,0.31,3.68,12.22,17.15
KF432C16RB2K2/64,0.16,1.73,12.22,17.15
KF432C16RB2AK4/128,0.31,3.68,12.22,17.15
KF432C16RB2AK2/64,0.16,1.73,12.22,17.15
KF432C16RB2AK8/256,0.63,7.37,12.22,17.15
KF432C16RB12K4/64,0.31,3.68,12.22,17.15
KF436C18RB2K4/128,0.31,3.68,12.22,17.15
KF432C16RB12AK4/64,0.31,3.68,12.22,17.15
KF440C19RB12/16,0.16,1.73,12.22,17.15
KF436C16RB2K4/32,0.31,3.68,12.22,17.15
KF432C16RB2K8/256,0.63,7.37,12.22,17.15
KF436C16RB2AK4/32,0.31,3.68,12.22,17.15
KF432C16RB2K4/32,0.31,3.68,12.22,17.15
KF432C16RB2K4/128,0.31,3.68,12.22,17.15
KF436C18RB2AK2/64,0.16,1.73,12.22,17.15
M2-REMOVABLE-PCIE-N1,0.22,23,15.1,4.6
90MB1F90-M0EAY0,4.07,31.2,37,10.8
90MB1FN0-M0EAY0,9.51,27.5,35.5,7
90IG08F0-MO9A0V,4.85,38.3,38.4,25.4
90IG08T0-MO3H00,0.69,25.5,25.4,5.5
PRIME Z790-A WIFI,1.27,26.5,28,7.1
90IG08N0-MU9C00,0.5,18.7,17.5,5.7
90MB1FJ0-M0EAY0,2.14,27.5,34,7
LVN-CAT6A-FLEX-25CMWH,0.05,16,27.6,3.6
134-41,0.04,2,9,1.25
GV-N406TWF2OC-16GD,0.9,29.5,21.05,5
136-51,0.1,4,10,16.3
136-50,0.11,2.1,8.1,16.2
HB31C3A1CDPPD3,0.13,17,14.2,3
Z790 AORUS MASTER X,3.46,29.4,34.5,8
Z790 AORUS PRO X,2.59,27,33.5,8
AX5U6000C3016G-SLABBK,0.05,17,7,1.22
90MB1ET0-M1EAY0,1.65,27.5,27.5,6.75
90MB1F20-M1EAY0,2.43,27.3,33.8,6.8
DK-2933-05-APC-SX,,0.5,29,19
DK-2933-03-APC-SX,,0.5,29,19
Z790 AORUS ELITE X WIFI7,2.52,27,33.5,8
DK-2933-01-APC-SX,,0.5,29,19
PH-NV523TG_DBK01,14,57.4,33.1,63.2
KF564C32RSA-48,0.11,1.73,12.22,17.15
KF564C32RSA-24,0.11,1.73,12.22,17.15
90RC00U1-M0UAY0,2.11,23.3,35.8,13.6
90RC00L3-M0UAY0,3.23,18.7,42.5,18
90MB1DF0-M1EAY0,1.98,7.6,33.1,26.6
KF572C38RS-24,0.1,1.73,12.22,17.15
KF564C32RSK2-48,0.15,1.73,12.22,17.15
KF564C32RS-24,0.1,1.73,12.22,17.15
KF560C32RSA-48,0.11,1.73,12.22,17.15
90MB1EF0-M1EAY0,1.2,26.6,32.8,5.3
90MB1GA0-M0EAY0,0.82,26.3,27,5.15
90MB1G90-M0EAY0,0.82,26.3,27,5.15
90DC00F3-B39000,25.2,35,72,71.5
KF572C38RSA-24,0.11,1.73,12.22,17.15
90MB1CJ0-M1EAY0,1.68,27.3,33.8,6.8
RTX 4070 VENTUS 2X E 12G OC,0.96,,,
90MB1ER0-M1EAY0,1.16,26.6,32.8,5.3
90MB1GC0-M0EAY0,0.96,27,26,51.5
90YV0EZD-M0NA00,0.73,21.8,30,5.5
RWP20U45WH,32.5,52,64,105
RWM20U45WH,33.8,52,64,105
RSL16U61BL,46,105,65,105
RAS800WH,0.1,,,
RAS100WH,1.86,,,
RWP20U56WH,37,62,64,105
RDL36U61BL,92.5,105,65,190
RDL32U61BL,83.5,7,42,175
RDL20U88BL,47.5,82,82,120
RDL12U68WH,39.5,82,65,85
RCCTV002,40,60,60,60
RAX630BL,2.42,,,
RAX425,2.11,,,
RAS110WH,0.1,,,
RAR120,2.51,11,53,5
RAO220BL,0.27,,,
RAF325BL,0.11,,,
RAB415BL,0.79,,,
RAB315WH,0.79,,,
RAB215BL,0.76,,,
LKS675BL,0.81,,,
RWP20U56BL,37,62,64,105
RWP20U45BL,32.5,52,64,105
RWP16U56WH,31,62,64,82
RWMIP55W12U45W,32,66,66,65
RWM20U56WH,37,62,64,105
RWM20U45BL,33.8,52,64,105
RAX145BL,0.86,,,
RAX125ZN,1.38,,,
RAX120,0.41,,,
RAS420WH,4.81,,,
RAO120WH,0.66,,,
RAB120WH,0.96,,,
RAB105WH,0.44,,,
RWMIP55W16U60W,46.5,66,66,105
RWMIP55W16U45W,38.5,52,66,85
RWMIP55W07U45B,27.6,52,66,45
RDL42U66WH,78,65,65,220
RCCTV007,0.1,,,
RAR130,4.29,43,53,5
RAO215BL,0.53,,,
RWM12U45WH,24,52,64,65
RWMIP55W20U60W,54.5,66,66,105
RWMIP55W09U60W,36.5,66,66,55
RDL26U61BL,69,105,65,150
RAS705BL,3.51,,,
RAS215WH,3.31,,,
RAS210WH,2.13,,,
RAS105WH,2.45,,,
RAO100WH,0.27,,,
43384,0.06,2,17.4,19.4
RWMIP55W16U45B,38.5,52,66,85
RWMIP55W07U45W,27.6,52,66,45
RWM09U45WH,21,52,64,52
RWM06U56WH,19.5,62,64,37
RSL20U61WH,58.5,105,65,120
RDLAK16U751BL,115,105,82,110
RAX445,3.71,,,
RAX130ZN,1.64,,,
RAR235BL,2.01,20,53,5
RAP130BL,10,,,
RAP100WH,7.91,,,
RAO215WH,0.53,,,
RAB100WH,0.2,,,
RSL26U61BL,72.8,105,65,150
RDL46U88BL,147.1,82,82,245
RDL46U66BL,84.3,65,65,245
RAS800BL,1.58,,,
RAO125WH,1.01,,,
RAO110WH,0.33,,,
RAB200WH,0.23,,,
RWM16U56WH,33,62,64,82
RWM06U45WH,17.5,62,64,37
RDL36U88BL,101,82,82,190
RDL36U66BL,77.5,65,65,190
RCCTV005,29,50,50,55
RCCTV004,23.5,60,75,65
RAS405WH,2.47,,,
DS-72221-6GE,,62.5,75.5,18.6
DS-72220-6GE,19.1,62.5,75.5,18.6
43382,0.45,10,16,11
450FBLCLC25,0.34,25.5,33,5.1
450FBLCLC20,0.28,25.5,33,4
43379,0.1,9,16,2.1
TBLT4MM1M,0.04,22,12.8,2
USB2CAT5E-EXT,0.41,18,11.9,5.6
B650M D3HP,1.02,26.5,26.5,5.4
90YV0JK0-M0NA00,2.2,22.6,42,8.7
90YV0JJ0-M0NA00,2.2,22.6,42,8.7
DN-43001-B,124,103.5,82.5,207.26
DN-43000-B,118,83.5,82.5,207.26
RWMIP55W09U45B,30,66,66,55
A40G2MB-TB4-CABLE,0.09,12.8,22,1.6
DN-KEY-WM,0.02,10,7,1
DN-48002,22.8,104.5,53,17.5
DN-95129,0.1,17.5,3.2,3.2
DN-48001,18.7,82.5,53,17.5
RSL42U81BL,137,105,82,220
43381,0.83,19.8,23,6.3
90RC00K2-M0UAY0,2.56,24.1,30.7,13.5
B650M S2H,0.92,26.5,26.5,5.4
P041GI-NETWORK-CARD,0.14,20.7,14.4,3.8
P021GI-NETWORK-CARD,0.11,17,14,3
P011GI-NETWORK-CARD,0.05,14.2,17,3
B760M GAMING X AX,1.64,26.8,27,6.8
90MB1G60-M0EAYC,0.74,18.5,22.6,6
90MB1FA0-M0EAY0,1.35,27.5,27.5,6.75
4XC1M72794,0.03,14.4,5.3,17.7
4XC1M72798,0.03,14.4,5.3,17.7
USGFLEX700-GB0102F,4.8,16.3,51.9,39.2
PH-FF120RGBPBK01,0.07,2.5,16,17.5
DN-651161,0.57,7.25,18.6,20.8
DN-651155,0.74,6.6,15.8,21.3
DN-651154,0.64,6.6,15.8,21.3
DN-651145,1.41,23.4,19,23.4
PH-ES314ETGAG,10,46.3,30.8,54
DN-652104-1,0.56,5.4,13.5,16.5
DN-651157,0.79,6.6,15.8,21.3
DN-651150,0.92,6.6,15.8,21.3
7888440,70,,,
7888850,124,,,
DN-651160,0.52,7.25,18.6,20.8
DN-651159,0.08,7.25,18.6,20.8
DN-651158,0.69,7.25,18.6,29.8
DN-651152,0.75,6.6,15.8,21.3
DN-651149,,6.6,15.8,21.3
DN-651148,0.84,6.6,15.8,21.3
DN-651147,0.7,6.6,15.8,21.3
DN-651153,0.75,6.6,15.8,21.3
DN-651151,0.92,6.6,15.8,21.3
7888653,12,,,
DN-652101-1,0.56,5.4,13.5,16.5
DN-651156,0.74,6.6,15.8,21.3
DN-651146,0.7,6.6,15.8,21.3
7888612,0.32,,,
7888532,93,,,
DN-651139,1.48,23.4,19,8.6
7888510,96.5,,,
CM8063301292702,,14,4.4,11.7
RWMIP55W12U45B,32.5,52,66,65
90YV0JM0-M0NA00,1.58,23.3,40.5,8.85
90YV0J11-M0NA00,1.65,23.3,40.5,8.85
RWM12U56BL,28,62,64,65
RWM12U45BL,25,52,64,65
RUM07U40MNBL,10.1,42,43,55
RDL42U88BL,106,82,82,220
RAX100BL,0.47,,,
RAS420BL,4.82,,,
RAP105BL,8.51,,,
RAO415BL,1.04,,,
RAO400BL,0.95,,,
RAO300BL,0.11,,,
RAO210BL,0.59,,,
RAF120BL,3.32,,,
RAB110BL,0.72,,,
RWP09U45BL,20,52,64,52
RWM16U45BL,29.5,52,64,82
RSM09U30MNBL,10.1,33,33,47
RAX111,0.81,,,
RAS405BL,2.47,,,
RAS100BL,1.86,,,
RAR205BL,2.61,20,53,5
RAP100BL,7.91,,,
RAO410BL,0.52,,,
RWM07U45BL,19.1,52,64,42
RSM06U30MNBL,7.41,33,33,35
RDL32U68BL,71.6,82,65,175
RAX140,0.21,,,
RAX106,0.37,,,
RAS215BL,3.31,,,
RAF210BL,3.51,,,
RAF205BL,3.01,,,
RAF125BL,4.81,,,
RAF115BL,2.38,,,
RAB300BL,0.26,,,
RA10115BL,0.08,,,
RUM09U40MNBL,11.2,55,43,45
RAX640,0.1,,,
RAX110,3.07,,,
RAO305BL,0.34,,,
RAO120BL,0.66,,,
RAO105BL,0.82,,,
RAB305BL,0.42,,,
RAB200BL,0.23,,,
RWM20U56BL,37,62,64,105
RDL32U88BL,84.6,82,82,175
RAX635,0.1,,,
RAX410,1.31,,,
RAS700BL,2.71,,,
RAO205BL,0.23,,,
RAO200BL,0.19,,,
RAB400BL,0.26,,,
RAB205BL,0.39,,,
RWP16U45BL,29.5,52,64,82
RWM16U56BL,32.5,62,64,82
RDL42U81BL,117,105,82,220
RDL26U66BL,56.5,65,65,150
RAR200BL,2.51,11,53,5
RAO405BL,1.59,,,
RAF300BL,3.01,,,
RAD105BL,6.31,,,
RAB120BL,0.96,,,
RA10110BL,0.22,,,
RWP12U56WH,26.5,62,64,65
RWP12U56BL,26.5,62,64,65
RWMD09UBL,14.5,62,62,15
RWM06U56BL,19.5,62,64,37
RSM06U30MNWH,7.41,33,33,35
RDL42U68BL,90,82,65,220
RDL26U88BL,78.7,82,82,150
RDL26U68BL,68.5,82,65,150
RDL16U66BL,36,65,65,105
RAX405,1.01,,,
RAS110BL,0.1,,,
RAO115BL,0.1,,,
RAF310BL,2.8,,,
RWP16U56BL,31,62,64,82
RWMD16UBL,19.5,15,64,89
RUM12U40MNBL,14.9,43,43,55
RSL42U61BL,99,65,65,220
RAX112,0.21,,,
RAS600BL,2.26,,,
RAS410BL,3.59,,,
RAD100BL,4.86,,,
RAB410BL,0.58,,,
RAB310BL,0.58,,,
RAB210BL,0.55,,,
RA10105BL,0.32,,,
MPG GUNGNIR 300R AIRFLOW WHITE,13.2,,,
AX4U36008G18I-DTBKD35,,17,14.1,1.22
AX4U360016G18I-DTBKD35,,17,14.1,1.22
90YV0JH2-M0NA00,1.62,23.3,40.5,8.85
DN-96019-1-K,0.01,2.3,7,10
43374,0.65,18,26,7
DN-95359,4.24,10.2,28,50.5
MPG VELOX 100R WHITE,,22,42,46
PRIME H770-PLUS,1.27,22.6,32.8,5.3
90YV0JC2-M0NA00,1.12,5.5,30.3,22
VCG40608TFXXPB1,,19.2,38,6.5
VCG40608DFXPB1,,18.1,32.1,6.6
90MB1FQ0-M0EAY0,1.03,27,26,5.15
90MB1G10-M0EAYC,0.89,26.3,27,5.15
43383,0.06,19.4,17.4,1.5
HYS5482048832GBOE,0.03,15,1,5.5
43380,0.42,19.8,23,6.3
90MB1E50-M0EAY0,1.67,27.5,27.5,6.75
26.99.0317,0.02,5,5,2
R8Q-00004,2.49,29.3,39.7,6.7
RIR-00004,2.68,31.4,42.8,6.8
R1T-00027,2.52,29.3,39.7,6.7
RB1-00004,2.52,29.3,39.7,6.7
RIR-00027,2.68,31.4,42.8,6.8
RBZ-00004,2.68,31.4,42.8,6.8
RBH-00029,2.52,29.3,39.7,6.7
RB1-00027,2.49,29.3,39.7,6.7
R8P-00004,2.49,29.3,39.7,6.7
RIQ-00027,2.68,31.4,42.8,6.8
RFI-00027,2.68,31.4,42.8,6.8
RC1-00004,2.68,31.4,42.8,6.8
RBI-00029,2.52,29.3,39.7,6.7
RI9-00027,2.68,31.4,42.8,6.8
RG1-00004,2.68,31.4,42.8,6.8
R8Q-00027,2.52,29.3,39.7,6.7
RIQ-00004,2.68,31.4,42.8,6.8
RIA-00027,2.68,31.4,42.8,6.8
R1U-00027,2.52,29.3,39.7,6.7
4IK-00002,0.54,17.8,17.7,7.2
630-09,0.3,3.6,14,17.5
VA3209-2K-MHD,9.2,12.5,77,51
XG341C-2K,18.3,35.1,96.3,51.8
VA3209-MH,9.2,12.5,77,51
4E407AA,0.06,6,,
64W34AA#ABB,6.74,12.4,59.5,39.1
960-001428,0.2,13,5.65,8.45
910-006572,0.33,13.85,5.8,17.35
910-006477,0.21,8.75,7.7,14.7
ADJ-LAPTOP-RISER,0.9,28,23.5,6
100-91410001-60,0.15,4,11,13.4
100-91410000-60,0.15,4.2,11.2,13
920-010931,1.56,13.85,17.35,5.8
64W30AA#ABB,5.75,13.3,56.7,38.7
64W18AA#ABB,5.49,12.4,59.5,39.1
6B8Y3AA,0.55,3.5,25,36
66EFGAC3EU,7.9,72.5,45,13.5
43N04AA,0.12,7.8,12.9,4.7
2J875AA,0.42,22,27.6,8.6
P2423D,7.44,,,
60U8D00000AG,9.58,28.8,30.1,59.2
60S5000000AC,5.21,48.8,26.3,17.4
61U3010000AC,10.4,28.4,26.4,51.8
112AV8U2-A5A,0.7,,,
200AU360-DLR,0.25,10,3.7,7
61U9P10000AJ,8,28.6,31.2,52
60S5000000AB,3.2,27.6,21,22.6
60V2B10000AL,5.05,21,26.4,33.2
0412U300-AR2,0.07,,,
920-010967,0.95,46.8,20.5,3.2
920-010951,0.95,46.8,20.5,3.2
920-010968,0.95,46.8,20.5,3.2
TAPO T100,0.05,6.6,6.6,4.35
DN-95430,0.89,9.7,51,5.8
DN-95402-1-IT,1.23,9.7,51,
DN-95412-IT,1.48,12,65,
PRO MP271CA,7.3,17.3,69.9,49.9
DN-95407-FR,,9.7,51,
630W7AA#AC3,,1.39,,
N8N14AA#ABU,0.38,11.6,23.5,6.5
72C71AA#ABB,,68,19.4,16.7
43905,0.52,9.58,24.4,7.8
40CLTSCAM1,1.3,11.5,41.6,5.65
DN-936M12-P,0.05,1.5,6,
DN-936M12-J,0.05,1.5,6,
4Q8N9E9#ABU,8.2,4.84,53.83,31.17
64W34AA#ABU,6.74,12.4,59.5,39.1
