sku,weight (kg),depth (cm),width (cm),height (cm)
LS24A600UCUXEN,6.4,41.6,61.6,17.6
LS27A600UUUXEN,8.4,17.1,68.6,45
INC003VFBK,,8,21,2.9
EGG-MPC-890-BLK,,45,89,
EGG-MPC-1200-BLK,,60,120,
RMT-TZ120E,0.12,5.4,21.1,3
RM-ANU191,0.03,5.1,10.5,1.5
RMT-835,0.04,5.1,10.3,3.2
RMF-TX220E,0.11,6,21.4,2
SHD-3000F4,0.49,22.4,22.4,10.69
SBO-100B1,,,,4.5
M3511-010210-00604,0.98,15.2,15.2,8.7
18H24AA#ABB,0.84,22,45.6,4.4
STSCART2,28.4,74,92.5,26.5
1Y4D0AA#ABB,0.84,22,45.6,4.4
DELL-WR221,,1.99,1.42,0.66
70445,0.12,16,16,3.5
23089-999-879,0.22,27.5,22.5,6
23089-999-979,0.22,27.5,22.5,6
23089-989-979,0.22,27.5,22.5,6
23089-989-879,0.22,27.5,22.5,6
BLT60,,2.3,4.7,13.3
3YR-00006,0.09,11.52,6.42,3.38
10BDL4551T/00,0.74,2.9,26.1,16.72
WHC60,,13.8,10.2,3
E9PX7D701EZ3,3,24.4,31.6,10.8
73156,,8,,2
GWR-87,,10,36,2.5
GLO-MS-OW-MB,0.07,,,
GLO-MS-DM-GB,0.06,12,6.7,4
GLO-MS-DM-GW,0.06,12,6.7,4
GD-BLACK,0.07,12.8,6.1,4.2
GD-WHITE,0.07,12.8,6.1,4.2
960-001324,7.08,16,91,16.4
960-001311,7.08,16,91,16.4
ST104111,0.42,22.8,33.8,0.7
4X91A30366,0.17,5.8,7.3,1.65
39374,0.72,,,
1NF-00002,0.78,0.85,29.2,20.1
960-001360,0.24,14.5,7.7,5.4
952-000020,0.28,15.1,15.1,6.1
GY51B37795,0.2,4.4,9.1,15.1
9VF99A9#ABB,8.4,20.7,53.94,49.49
3G828AA#ABB,7.2,37.3,62.5,14.2
THZ887GL,0.3,2,16,25
K79810WW,0.21,16,11.4,6.7
825-30,0.11,2,12,14
441-42,0.14,3.2,7.6,17.2
134-28,0.22,6.7,9.2,15
UVC20,,4.7,13.3,7.2
EC55BK-21B222-A6,0.17,0.96,7.6,15.45
AMF41W,,14.1,21.5,2.5
AMF42AU,,26.5,43.7,4.4
988-000172,0.76,15.8,12.6,25.1
PX-HSUSB101,0.11,,,
E864653,2.95,14,54,16
C88CS,,37.7,43.7,4.4
C66CS,,37.7,43.7,4.4
3201492,0.4,11,40,32
GO-GWHITE,0.07,12.8,6.6,3.75
UVC84,2.9,15.6,15.6,18.3
90YE00D0-B0NA00,2.18,15,15,8.6
62B2GAT1UK,8.46,14.9,62,42.3
TC26BK-1JB224-A6,0.24,1.37,7.9,15.8
73190,0.53,6.3,18.7,21.6
1C4Z5AA#ABB,7.6,41.5,62.5,14.2
EC500K-01B223-A6,0.17,0.96,7.6,15.45
K35175EU,1.7,14,21.5,10.5
EGG-XM1R-DR,0.07,3.8,6.6,12.2
SM-T575NZKAEEB,0.43,0.99,12.68,21.38
960-001087,0.3,11.55,5.22,8.6
7HC43AA,0.65,11.8,22.3,25.5
APDU9981EU3,8.95,11.4,16.5,200.2
81VU0001UK,2.17,30.2,47,8
9VF99AT#ABB,8.4,20.7,53.94,49.49
9VH85AT#ABB,8.7,20.7,53.94,49.49
9VG82AT#ABB,10.5,21.6,61.33,53.6
960-000585,0.14,10.4,5.3,8.4
276B1JH/00,11.1,19.3,73,47.1
AVC008BTSGY,0.09,1.6,11.7,4.7
TD2423,7,16.6,64.5,42.2
MHCV73D.CEL,2.5,41.6,50.4,99.7
GY50Z18984,0.13,19.7,12,3.3
EC500K-01D141-A6,0.18,1.18,7.6,15.45
EC55BK-21B243-A6,0.18,1.18,7.6,15.45
EC500K-01B243-A6,0.18,1.18,7.6,15.45
EC55BK-21D141-A6,0.18,1.18,7.6,15.45
DS-2AE5225TI-A(E),3.3,,,30.5
VIGI NVR1008H,0.58,14.82,24.62,4.26
VCH51,0.08,4.9,12.3,1.68
1A7E5AA#ABB,6.04,16.5,59.8,41.5
1990IXR-3SER-R,0.32,7.6,10,19.2
134-26,0.27,6,12,32
943500055,0.6,,7.85,21.8
943500013,0.49,,7.85,21.8
943500037,0.6,,7.85,21.8
943500031,0.6,,7.85,21.8
943500001,0.49,,7.85,21.8
73133,0.91,23,23,6.5
QND-8080R,0.43,,,10.2
KN4140VA-AX-E,5.87,41.21,43.36,4.4
KN4164V-AX-E,7.57,41.26,43.36,8.8
KN4124VA-AX-E,5.81,41.21,43.36,4.4
43300,0.15,8.8,14.3,4.8
PX-CAM006,0.16,5,12,12
HBV01UF,0.09,5,6.5,4
E484096,6.8,19.7,47.6,40
E201494,0.15,11.4,17.5,6.9
KAP30208,0.06,19,10.5,1.4
KAP30278,0.06,19,10.5,1.4
KAP30279,0.06,19,10.5,1.4
KAP30206,0.06,19,10.5,1.4
KAP30226,0.06,19,10.5,1.4
KAP30207,0.06,19,10.5,1.4
KAP30273,0.06,19,10.5,1.4
DAC13DB,0.2,9.1,8,2.4
61FBMAT6EU,7.22,39,57.7,18.7
L-X250-UK-P001,,20.85,30.55,
9VF99AA#ABB,8.4,22.3,61.1,39.2
4X41A30364,0.97,6,39,46
GB2466HSU-B1,6.8,22.1,69.4,50.6
G2770HSU-B1,6.1,16,69,47.5
AWH025GL,0.01,0.8,1.8,0.8
4X41A30365,0.73,6,43,36
ES-BP-15-20,0.45,14,31,43
GLO-MP-ELEM-AIR,0.12,43,38,
GLO-MP-ELEM-FIRE,0.32,38,43,
GLO-MP-ELEM-ICE,0.33,38,43,
960-000694,0.14,10.15,5.22,8.1
KP115,0.09,5.15,7.25,3.75
910-005942,0.37,11.5,6.8,17.2
910-005880,0.37,11.5,6.8,17.2
4QM14AA,0.1,7.8,12.9,4.7
2AE3-9GRYUS-B32,0.15,,,
1EDU-AE36WH-ITE,0.12,,,
520102,0.14,,,
38302,0.21,5.95,14.4,1.8
EB031SP,21.6,10.5,28.5,31
910-005872,0.24,10.65,5.1,16
910-005870,0.24,10.65,5.1,16
9VH85AA#ABU,8.7,22.5,61,39.5
2D804AA#ABB,0.26,11.2,10.5,5
241V8LA/00,4.19,12.1,60.8,41.5
169H9AA#ABB,0.25,13.9,6.5,8.9
V12H002AD0,,3,223.3,126.7
640-20,0.25,6,17,21
420-57,0.65,8,20,14
ZG38C03033,0.3,,,
GFV-00006,,4.18,2.2,0.8
WT63B0-KS0QNERW,0.26,12.1,8.9,3.4
WT63B0-TX0QNERW,0.26,12.1,8.9,3.4
GP.OTH11.02M,0.14,13.5,4,6.5
9H.LJMLB.QBE,9,,,
RSR12-RH5J8H8G5A1A2B,1.34,1.9,32.85,20.75
WT63B0-TS0QNERW,0.26,12.1,8.9,3.4
4L1/8031,0.07,13.1,7.5,4.4
4L1/8035,0.12,2.9,5.5,5.5
4L1/8036,0.12,7,7,13
4L1/8002,0.11,7,7,13
4L1/8003,0.11,7,7,13
PX-CAM003,0.27,7,12,17
PX-CAM004,0.16,6,12,12
PX-CAM002,0.2,5,11,12
PX-CAM001,0.15,5,11,12
4321C001,0.08,,,
4L2/6004,1.46,27,21.5,17
UM.CB2EE.004,1.22,23,90,46
945-000008,0.4,14.5,11.8,10
14V32AA#ABB,0.21,23.8,35.2,3.3
EC104,0.22,,,3.7
BR01-B,4.2,1.3,16.4,14.1
3YF38AA,0.27,16,10.4,5.4
3FV66AA,0.14,13.9,19.8,5.3
TC26BK-1HB224-A6,0.24,1.37,7.9,15.8
TC210K-0HD224-A6,0.24,1.37,7.9,15.8
TC26BK-1HD224-A6,0.24,1.37,7.9,15.8
TC210K-0HB224-A6,0.24,1.37,7.9,15.8
9VA80ET,0.08,6.34,10.38,3.55
THZ876GL,0.28,2,18,26
SHLD-AIR-BLU,0.2,2,23,30
920-010060,0.39,14.8,24.75,2.4
BX950MI-FR,6.6,43,19.7,25
4X80Z49662,0.02,0.95,13.73,0.95
328B1/00,14.8,18.6,93,56.3
CS6080-SRK0004VZWW,0.06,10.9,4.6,2.3
CS6080-SR40000KSVW,0.06,10.9,4.6,2.3
CS6080-HCB0000KSVW,0.06,10.9,4.6,2.3
CS6080-HC4F00BVZWW,0.09,10.9,4.6,2.3
AC-IUSBH-M3,,8.2,4.1,2
325-41,0.11,2,12,14
30E0004BUK,24,46,16.5,44.6
134-17,0.05,2.3,9,17
134-18,0.01,0.4,3,2.8
134-15,0.16,6,7.1,10
126-21,0.18,4,16,20
126-22,0.53,11.9,19.5,26
126-23,0.17,4,17.5,17
BX1200MI,8.6,49.5,23.5,29.7
U280-Q01ST-BK,0.25,11.81,23.5,4.6
FW8KR,0.5,,,
70480,0.04,,5.4,
43311,0.24,17.5,17.5,5.1
38358,0.11,10.5,13.3,2.4
38203,0.31,8.5,11.5,7
252,,,22.9,
TAPO C310,,10.34,14.23,6.43
STJR1000400,0.07,5.08,7.62,13.97
RBP0016,6,30.5,25,9.3
EGG-MPX-390-BLK,,39,39,
DELL-SB521A,,1.8,29.8,2.4
CK65-L0N-D8C215E,0.5,8.3,22.7,4.2
TAPO L530B,0.07,6,6,11.5
2714,0.07,1.2,10.8,19.5
4XC1B34802,0.2,11,13.7,6.2
TC26BK-11A423-A6,0.24,1.37,7.9,15.8
TC210K-01A242-A6,0.27,1.73,7.9,15.8
TC210K-01A423-A6,0.24,1.37,7.9,15.8
910-006034,0.18,7.6,5,13.6
GW-XXL,,46,91,
EP-P6300TBEGGB,0.5,8.98,24.53,4.71
9399506,0.28,6.9,18.8,18.9
TC26BK-11A242-A6,0.27,1.73,7.9,15.8
TC26BK-11D241-A6,0.27,1.73,7.9,15.8
TC210K-01A442-A6,0.27,1.73,7.9,15.8
GD4220-BKK1,0.16,6.8,16.6,10.9
SM-T575NZKAEED,0.43,0.99,12.68,21.38
BVX900LI,6.5,43,19.7,25
BVX1600LI-GR,11.2,49.5,23.5,29.7
991-000339,0.21,6.68,17.97,16.59
920-009799,0.75,51,15.8,4.6
910-005784,0.19,12.6,8.3,20.1
SLA-T2480V,0.33,,,
MC220J-2A3S2RW,0.3,3.85,7,20.05
KT-MC27BJ-2A3S2RW,0.3,3.85,7,20.05
K60603WW,,4.4,3.16,1.1
2710,,,32.4,
279P1/00,11.2,19.3,73,47.1
276B9/00,10.8,25,69,46.2
333-96,0.1,7,12,18
P9R83A,14.1,,,
D9Y35AAE,0.03,,,
C7974AN,6.2,,,
C7980A,0.28,,,
512547-S21-RFB,1.36,23.8,13,18.75
C8S06A,1.58,19.8,39.8,20.3
819203-B21,1.36,25.4,14.61,22.05
653959-001-RFB,,2.68,10.58,17
652589-S21-RFB,0.73,,,
765255-B21,1.36,16.99,10.57,2.69
756660-B21,1.36,,,
652564-S21-RFB,0.73,,,
BB874A,4.65,29.5,22.3,7.7
857650-B21,1.36,25.4,14.61,21.92
833928-B21,1.36,,,
793703-B21,1.36,25.4,14.61,21.92
737298-001,1.36,17,10.58,2.68
C7971A,0.26,,,
Q1999A,0.06,,,
857648-B21,1.36,25.4,14.61,21.92
454232-B21-RFB,,,10.16,2.54
51B2H00,0.85,13.7,39.9,18.1
MQ01ABF032-RFB,,,,0.7
J8J96A,0.45,20,20,20
J8J95A,0.24,16.5,24.1,3.9
J8J88A,5.7,23.8,49.8,23.9
VVY1P,0.2,13.75,14.4,1.4
J8A04A#B19,36,59.6,65.3,57.8
P1B11A,29.7,25,59.5,64.7
P1B12A,30.4,74.5,79.4,61.5
P1B09A,7.9,25,59.5,64.7
3007246-T,2.63,,,
1D3D0AA,0.37,22.52,31.61,3.69
8MB10AA#ABB,5.59,21.16,54.06,46.33
GP.MCE11.00S,0.06,9.65,5.84,3.56
TC57HO-1XFMU6P-A6,0.25,7.55,1.86,15.5
TAPO L530E,0.07,,,11.5
ETC14UF,0.79,8.5,32.5,44
ETC15UF,0.79,8.5,32.5,44
ECB15UF,0.79,8.5,32.5,44
ECB14UF,0.79,8.5,32.5,44
AD5-03-BR-PV,25.5,32,68,93
7PJ38AA#ABB,0.02,4.8,17.3,1.3
9VA80AA,0.08,6.34,10.38,3.55
11JHRAT1UK,9.75,,,
KIT-ET51CT-RTL-00-EU,0.77,1.27,26.9,18.1
KIT-ET51CE-RTL-00-EU,0.57,1.27,22.8,15
EGG-MPJ-450-SPT-GRN,,40,45,
910-004988,0,0.6,0.9,1.5
S11-04UK229-CLA,1.18,,,
THZ865GL,0.38,,,
THZ867GL,0.36,1.91,26.01,19
TC26BK-11B232-A6,0.27,1.73,7.9,15.8
5TW10ET#ABB,1.49,15.6,19.2,16.5
4993-829-489,0.15,18,23,3.5
4999-823-389,0.15,18,23,3.5
DA-71901,0.22,10.5,16.2,6.5
GXF0X02619,0.66,28.5,30.5,3.5
BS1B2227B/00,0.25,6,15.6,13.1
9TT20AA#ABB,5.7,12.8,67.5,42.5
CBMZT4B,0,,10,0.1
CBMZT4BK,,,10,0.1
910-006015,0.19,10.2,4.6,15.5
920-009719,1.33,38.8,17.5,4.6
910-006023,0.19,10.2,4.6,15.5
896351,0.98,12,50,6.4
941-000150,7.15,43.66,30,32.23
207586-201,0.16,,,
207587-201,0.13,,,
207577-201,0.13,,,
134-11,,4,6,21
134-12,0.25,5.5,12,14
EGG-MPC-1200-BLU,,60,120,
EGG-MPC-450-BLU,,40,45,
382720,0.07,2.03,4,6.9
EGG-MPC-890-BLU,,45,89,
981-000890,0.64,21.4,10.5,21
DA-70618,0.16,9,6,9
DA-70615,0.16,9,6,9
VS182B,0.32,,,
X100-4k,10.2,51.6,56.5,32.1
WIB002MYWH,,10.21,10.21,12.57
VG249Q1R,5,47.5,59.5,15.8
SG-STYLUS-TCX-MTL-03,,12.7,,
S12-0401800-CLA,0.21,5.3,12,25.2
APCRBC155,17.6,63.5,34.3,20.3
920-009797,0.75,51,15.8,4.6
920-009830,0.75,51,15.8,4.6
920-009800,0.75,51,15.8,4.6
920-009819,0.75,51,15.8,4.6
920-009870,0.75,51,15.8,4.6
920-009794,0.75,51,15.8,4.6
920-009810,0.75,51,15.8,4.6
5399-823-389,0.23,18,23,3.5
5399-829-389,0.23,18,23,3.5
5393-829-389,0.2,18,23,3.5
4999-823-189,0.18,18,23,3.5
4993-823-189,0.15,18,23,3.5
4999-829-289,0.18,18,23,3.5
TCG662GL,0.97,20,30,45
981-000864,0.64,21.4,10.5,21
20UD001DUK,1.46,22.7,32.9,1.79
NC-E250-BB,23,56,,
NC-E250-B,23,56,,
NC-E250-BR,0.1,56,,
NC-E250-BW,23,56,,
VS184A,0.47,,,
5TW13ET#ABB,0.7,12.2,12.2,4.5
1990IXR-3USB-R,0.32,7.6,10,19.2
1990ISR-3USB-R,0.32,7.6,10,19.2
1991ISR-3-R,0.41,19.2,7.6,10
TC520K-1XFMU6P-A6,0.25,15.5,7.55,1.86
NWM01-WW,0.09,12.5,7.5,10
DS-45322,0.3,11,15,2.5
DS-45324,0.39,6,14.5,1.9
DN-93844-OD-2,,7.5,8.6,5.8
DA-70884,0.17,17.5,13.5,2.5
43299,0.03,19.4,17.4,1.6
P2695,0.09,0.06,21.09,27.66
4X20V24682,0.5,11,26.4,5.3
1952GSR-6USB-5-R,0.22,9.9,6.4,16.5
1472G2D-6USB-5-R,0.13,8.2,6.2,16.9
1470G2D-6USB-1-R,0.13,8.2,6.2,16.9
126-18,0.35,6.6,15.5,19.5
GMPFXP,,30.3,17.46,0.02
GAA3E2,0.41,13.15,6.9,2.56
GO-Black,0.07,12.8,6.6,3.75
GO-WHITE,0.07,12.8,6.6,3.75
GOM-WHITE,0.06,12,6.3,3.6
GOM-BLACK,0.06,12,6.3,3.6
GLO-MS-DM-MB,0.06,12,6.1,4
GLO-MS-DM-MW,0.06,12,6.1,4
460-BCRL,0.27,2.06,31.11,22.63
WHD20UF,0.17,5.6,9.2,6
TK-3501T,0.21,,,
X6W31AA,0.11,7.8,12.9,4.7
X7Q43AA,0.15,13.9,19.8,5.3
V0L79AA,0.15,13.9,19.8,5.3
K0B38AA,0.45,28.2,40.2,6.7
4PZ84AA,0.3,7,38.5,7
2007710,,,30.48,
TAR5505/10,1.41,29.6,18.8,14.5
PJ-WMK-304,4.54,,,
MC330L-SA3EG4RW,0.38,3.45,7.47,20.22
MC330L-SM4EG4RW,0.38,3.45,7.47,20.22
MC330L-SA4EG4RW,0.38,3.45,7.47,20.22
MC330L-SM3EG4RW,0.38,3.45,7.47,20.22
MC330L-SA2EG4RW,0.38,3.45,7.47,20.22
MC330L-RC3EG4RW,0.38,3.45,7.47,22.34
S6HVW-N740,0.42,5.9,20.5,24.5
910-005908,0.14,12.8,7.92,18.3
910-005905,0.14,12.8,7.92,20
910-005907,0.14,12.8,7.92,18.3
910-005906,0.14,12.8,7.92,18.3
AKB-425UB,1.27,24.7,40.6,3.81
GP.MCE11.00Q,0.41,61,31.8,26.6
61FCMAT6EU,7.86,41.8,64.4,18.7
MC339U-GE4EG4EU,0.77,27.1,9.6,16.4
MC339U-GE3EG4EU,0.77,27.1,9.6,16.4
MC333U-GJ3EG4EU,0.68,21.1,7.5,16.4
3J123AA#ABB,0.09,9.2,21.5,2.8
209751-201,0.12,,,
209748-201,0.09,,,
209746-201,0.1,,,
209750-201,0.1,,,
209749-201,0.12,,,
209747-201,0.12,,,
RLC-125,0.34,16.3,17.1,11.1
GD-GWHITE,0.07,12.8,6.1,4.2
920-009190,0.86,45.5,15,3.5
TC210K-01B212-A6,0.24,1.37,7.9,15.8
MC330L-SJ3EG4RW,0.38,3.45,7.47,20.22
MC330L-GJ2EG4RW,0.51,16.39,7.47,20.26
MC330L-GL4EG4RW,0.51,16.39,7.47,20.26
MC330L-SK2EG4RW,0.51,16.39,7.47,20.26
MC330L-SE3EG4RW,0.38,3.45,7.47,20.22
MC330L-GL2EG4RW,0.51,16.39,7.47,20.26
MC330L-SK4EG4RW,0.51,16.39,7.47,20.26
MC330L-SJ4EG4RW,0.38,3.45,7.47,20.22
MC330L-RL3EG4RW,0.38,3.45,7.47,22.34
2008034,,,13.97,
2007968,,15.9,11.4,
2007359,,,13.9,12.2
361-02,0.01,1,10,18
326-12,0.11,2,12,14
326-15,0.14,4,14,16
126-15,0.35,9,22,26
126-16,0.35,9,22,26
126-14,0.2,9,18,24
126-13,0.2,9,18,24
214409-01,0.19,,,
TAPO L510B,0.09,6.1,11.8,6
01724-002,0.84,42.5,12.8,5.2
DELL-K7C4H,0.25,,,
K58352WW,0.21,38.5,26,0.5
EDA61K-1NC934PEOK,0.44,4.19,7.8,20.6
EDA61K-0AUB34PEOK,0.46,4.19,7.8,20.6
MC330M-GJ3HG2RW,0.51,16.39,7.47,20.26
MC330M-SJ4HA2RW,0.38,3.45,7.47,20.22
MC330M-GJ2HA2RW,0.51,16.39,7.47,20.26
MC330M-SJ2HG2RW,0.38,3.45,7.47,20.22
MC330M-SJ3HG2RW,0.38,3.45,7.47,20.22
K58354WW,0.39,61,37.4,0.5
K58353WW,0.22,38.5,26,0.5
1X645AA,0.38,6.98,28.57,40.64
GMPDX6,,,0.9,10.9
GAA9E5,0.37,12.9,5.3,3.05
KCN-00029,0.37,1.1,19.8,27.6
6VY95AA#ABB,0.13,3.07,5.08,1.85
6CR71AA#ABB,0.14,5.3,13.9,19.7
V11H981040,2.7,28.2,30.9,8.7
V11H983040,4.01,38,35,16
V11H978040,4.81,39,38.5,17
USY-00004,,10.1,5.7,2.8
POLONA01B,0.26,7,18.6,16.8
USY-00003,0.39,10.1,5.7,2.8
1E4-00002,0.1,,,
4Y50X88822,0.13,1.8,11,4
4Y50X88824,0.13,7.8,11,4
410057,,,3.8,
40AW0065WW,0.46,13.3,17,7
410052,0.04,40.5,2.8,
275B1/00,9.64,21.5,70,45.6
210098,1.4,2.2,25.59,28.08
70456,0.41,6,19,14.5
4PZ84AA#ABB,0.32,7.1,38.5,7.1
40973,6.9,,,
GCMCEG,1.2,16,18,7.25
GAD2X5,0.43,12,6.2,3.5
4X40T84061,0.46,4.8,41,31
ZG38C02761,0.41,,,
ST122HD20S,0.36,20.2,11.4,6.9
C31CG62213P1,6.2,38.2,29.4,29.2
02DA377,0.4,,,
010-12924-21,,,2,
010-12580-00,,,2.6,
P19778-B21-CTO,,70.7,43.46,4.29
P19771-B21-CTO,,70.7,43.46,4.29
P19179-B21-CTO,,70.7,43.46,4.29
K59601WW,7.8,12.5,110,67
K59600WW,4.22,11.5,59,66.5
AVC005BTBK,,19.4,30.4,1.55
AVC001BTBK,,13.15,4.3,1.16
AVC003BTBK,,4.6,24.7,1.4
AVC002BTBK,,5.9,13.15,1.4
P19777-B21-CTO,,70.7,43.46,4.29
AM22Z4DIXDXX,2.3,24.8,36.9,3.25
SRV72RLBP-9A,53.1,80,60,24
GMS2X9,,,3.8,
P2679,0.06,1.15,10.5,19.5
4X40Y95214,0.34,2,42,29.3
2679,0.06,1.2,10.8,19.5
2684,0.05,1.2,10.8,19.5
AZB500/12,2.4,15.8,32.6,27.5
2006997,,,8,25.4
2006996,,,16,50.8
2006053,,,12,30.5
2004816,,,30.5,30.5
RS51B0-LBBHWR,0.07,2.1,2.8,6.1
RTL10B1-B1AS0P0000A6,1.3,2.2,19.52,28.08
PRIVSCNMON24,0.41,37,61,0.4
PRIVSCNMON27,0.53,44,68,0.6
PRIVSCNMON21,0.4,61,37,0.4
EDA61K-1AC934PEOK,0.44,4.19,7.8,20.6
3FV66AA#ABB,0.14,13.9,19.8,5.3
MR.JSA11.002,2.4,,,
325-26,0.11,2,12,14
APCRBC165,5.83,23.4,27.5,14.6
APCRBC157,1.09,15.2,36.8,49.5
73329,0.3,,,
38393,0.32,19,22,5.5
38361,0.18,5.7,20.5,15.1
43278,0.1,19.4,17.4,4.9
825-29,0.11,2,12,14
214012-01,0.13,,,
133-95,0.3,7,12,18
Z1C72XDI5OAX,,14.2,21.8,2.7
NC-GP-DK-010,19,76,116,75
PS6B35W,0.68,8.64,9.91,46.48
GY50X88832,0.06,5.8,10.7,2.9
GY50X79384,0.21,17.05,10.9,6.4
GX40X54263,0.93,11.5,35.5,54
61F0GAT1EU,8.1,14.9,42.3,62
DA-81604,,14.1,27.5,32.1
PM9501-BK-DK433-RT,0.44,7.4,11,21.2
24089-999-899,0.32,18.85,5.5,21.7
24089-989-899,0.32,18.85,5.5,21.7
24089-889-999,0.32,18.85,5.5,21.7
24089-989-999,0.32,18.85,5.5,21.7
24089-899-899,0.32,18.85,5.5,21.7
24089-999-999,0.32,18.85,5.5,21.7
24089-899-999,0.32,18.85,5.5,21.7
14207-65,0.26,4.3,15,10
14207-55,0.03,9.3,14,4.1
14301-48,0.03,9.3,14,4.1
14207-68,0.26,4.3,15,10
14207-66,0.26,4.3,15,10
14208-22,0,1.27,1.68,0.95
14101-79,0.04,10,4.7,7.9
14101-77,0.39,10.3,10.2,14.5
SW21AB-V2,0.8,15.5,29.5,8
MFP62,,16.8,34.4,4.4
EMIB08-30R,4.72,160.4,5.2,5.3
DAC12AU,0.4,4.2,6.8,2.6
14208-24,0,1.61,2.13,0.46
14208-26,0,1.61,2.13,0.46
14208-25,0,1.27,1.68,0.95
8800-01-104,0.39,5,5,10
PS4B18USBW,0.54,7.37,8.64,35.56
WIB001MYBK,0.11,10,10,11
WIZ002MYBK,,19.5,9,1.2
WIA001myWH,0.07,9,,1.33
WIB001MYWH,0.11,10,10,11
WIA002MYWH,,9.5,9.5,1.55
WIA001MYBK,0.07,9,,1.33
WIA001BTWH,0.07,,,1.33
IFP2410-BKA-EU0,7.56,43.5,64.3,14
MC930P-GSJAG4RW,0.77,24,8.8,18.9
MC930P-GSJDG4RW,0.77,24,8.8,18.9
MC930P-GSJCG4RW,0.77,24,8.8,18.9
MC930P-GSJHG4RW,0.77,24,8.8,18.9
MC930P-GSHDG4RW,0.77,24,8.8,18.9
MC930P-GSHCG4RW,0.77,24,8.8,18.9
ET51CE-G21E-SFA6,0.57,15,22.8,1.27
KAP10804,0.44,59.5,36.5,0.7
KAP10735,0.38,53.5,34,0.7
KAP10734,0.38,53.5,34,0.7
KAP10777,0.43,59.5,36.5,0.7
KAP10145,0.2,36,26.5,0.7
KAP11027,0.72,84.5,44,1.3
KAP10483,0.21,36,26.5,0.7
KAP10746,0.38,53.5,34,0.7
KAP10485,0.21,36,26.5,0.7
KAP10760,0.42,53.5,34,0.7
KAP10751,0.38,53.5,34,0.7
KAP10730,0.37,53.5,34,0.7
KAP10719,0.37,53.5,34,0.7
KAP10702,0.26,44.5,28,0.7
KAP10647,0.25,44.5,28,0.7
WIA001BTBK,0.07,,9,1.33
1091,8,67,20,10
00XH721,1.08,20.5,48.5,4.2
SM-R175NZKAEUA,,1.92,1.75,2.25
THANA04S,0.19,5.5,27,2.8
EPDU1016B,1.18,8,56,15
DS-1618ZJ-6D,1.36,25,28.35,16.55
420-55,0.7,10,14,28
213938-01,0.13,,,
213936-01,0.1,,,
WCB002MYWH,,5.6,2.9,5.8
WKB-1600CB,1.45,33.02,57.91,5.59
WCA001MYWH,,4.65,3.95,2.18
WCD001MY1MWH,,5.6,2.9,5.8
VPK104-AT,0.29,23.9,5.9,16
F7U081BTBLK,,14,3.3,1.05
DPM7700/03,0.12,12.3,5.3,1.5
BPB002BTBK,,15.72,7.47,2.59
BPB001BTBK,,14.35,7.46,1.65
AKB-160UB,1.45,23.88,52.07,4.45
MS3320W-BLK,0.15,4.65,8.7,13.3
90MP00K3-B0UA00,0.7,44,90,
32117,0.04,14.4,13.3,1.5
38357,0.23,10.7,14.5,5
227,,,11.4,
MIC-7522-Z30W,8.7,,,
PRIVSCNMAC13,0.2,38.4,25.9,0.3
PRIVSCNLT15,0.21,38.3,25.9,3
NDP-7512-Z30,3.2,,,
K55409WW,4.3,,,
K55411WW,2.78,,,
K55408WW,3.32,,,
627442,0.75,84.5,44,1.3
2HU82AA,0.14,14.1,19.7,5.4
N2L85AA,0.35,10.16,30.4,3.81
6SP25AA,0.2,10.3,6.3,3.2
MC.JPV11.005,,24.5,32.5,12
5D10S39563,0.8,41.4,34.3,6.8
010-02259-01,0.07,2.35,5.5,4.1
61F3GAT1EU,13.8,25,98,52.3
865414-B21B,1.81,32.38,19.05,10.16
203835,0.23,4.13,8.25,18.42
MS3220-GY,0.14,4.65,9.1,14.2
MS5120W-GY,0.18,4.7,8.6,13.3
MS5120W-BLK,0.18,4.7,8.6,13.3
920-009168,1.73,49.4,5.8,25.1
MC930P-GFHAG4RW,0.77,24,8.8,18.9
MC930P-GFHBG4RW,0.77,24,8.8,18.9
MC930B-GSHDG4RW,0.77,24,8.8,18.9
MC930B-GSHBG4RW,0.77,24,8.8,18.9
MC930B-GSHHG4RW,0.77,24,8.8,18.9
MC930B-GSHEG4RW,0.77,24,8.8,18.9
MC930B-GSHAG4RW,0.77,24,8.8,18.9
DA-70882,0.17,13,14,2
640-94,21,34,66,86
WT60A0-KS2NEWR,0.25,3.4,12.1,8.9
GD-GBLACK,0.07,12.8,6.1,4.2
EGG-MB1-BLK,0.26,9.5,7.2,11.5
01YN145,0.4,,,
VS92A-AT-E,0.42,7.51,13,4.4
VS98A-AT-E,0.69,7.5,20,
VS94A-AT-E,1.61,7.51,20,4.4
VE606-AT-E,0.17,10.3,4.4,4.34
PE0210SG-AT-G,1.4,69.7,11.2,8.2
PE0110SG-AT-G,1.36,69.7,11.2,8.2
PE0212G-AT-G,1.49,69.7,11.2,8.2
420-54,0.3,3,11,21.5
136-35,0.07,2.7,10.3,17.5
7PJ38AA,0.02,4.8,17.3,1.3
TBB58802GL,0.9,15,31.5,48.5
40AV0135DK,1.21,17.5,20.4,7.5
E937919,11.9,37.5,64.4,54.8
7ZE81AA,0.14,14,32.5,1
EYU-00014,0.02,,,
3203963,0.31,3,41.5,30
3203947,0.26,3,38,27.5
MTFDDAK1T9TDD-1AT1ZA,0.07,10.05,6.98,0.7
