sku,weight (kg),length (cm),width (cm),height (cm)
C43S015362,0.04,,7,2.5
C43S015371,0.1,,0.3,17.7
C13S015637,0.0001,120,100,2.17
C43S015360,0.045,,7,2.5
C13S015307,0.0089,120,100,185
C43S015366,,,3,4.9
C43S015354,,,8,1
C13S015633,0.0001,120,100,2.17
C43S015435,,,6.5,2.5
A62B098112,0.17,,4.5,4.5
C12C890501,0.000486,120,100,184
B12B813581,0.00011899999999999999,120,100,6.47
C13S053038BA,0.0016,120,100,2.22
C32C890634,0.1,120,100,2.71
C13T699700,0.0005200000000000001,120,100,177
C32C881008,,,8.1,3.5
C32C890739,0.14,,3.5,11.5
C12C890191,0.000578,120,100,184
A62B098101,0.17,120,100,45
C32C831093,,,4.3,6
C32C815471,5.62,,30,38.5
C13T619100,0.000375,120,80,24
B12B813481,0.000128,120,100,2.7
A62B132111,2.47,120,80,90.2
C32C890737,0.18,120,100,26.9
B12B819381,0.0011899999999999999,,12.8,20.5
C13S041340,0.0207,120,100,115
C33S045267,0.282,70,5.8,3.33
V12H004M0F,2.48,14.8,25.5,23.4
V12H004W05,0.00281,,33,31
V12H004M0B,0.0028799999999999997,80.6,23.8,23.5
V12H004M08,0.00176,,24.5,23
V13H010L67,0.000322,120,100,51
V13H010L71,0.00028799999999999995,,14,14
V13H010L75,0.00041999999999999996,,14,14
V13H010L90,0.00043599999999999997,,13,14.5
V13H010L91,0.00045200000000000004,,13,14.5
V13H010L80,0.00043,,14,14.3
V12H933W40,0.0015300000000000001,,11.5,23
V12H933B40,0.0015300000000000001,,11.5,23
B11B240401BY,14.3,120,100,15
B11B250401,3.6,,27,32
B11B232401,1.5,120,100,198
B11B241401BY,1.1,120,100,74.2
B11B237401BY,3.7,,29.6,17.6
B11B249401,2.5,120,100,2.07
B11B224401BY,6.6,,43.5,28
B11B255401BY,5.8,,37.1,21.9
C33S020596,0.32,,9.5,8
C12C932871,0.005952,120,100,63
C13S041154,0.015,120,100,132
AL3600A06-E6,,,43.942,4.318
AP510e-WR,1.56,,,4.8
17310T,,,19.2,1.7
AL3600A05-E6,,,43.942,4.318
AP460I-WR,1.7,,26,6.5
AL3500A04-E6,1.75,,22,4.45
AP460E-WR,1.8,,,19.2
AP510i-WR,1.54,,,4.8
AP410i-WR,,,16.5,4.7
AP360I-WR,1,,19,5
RFS-4010-00010-WR,2.1999212,,30.48,4.572
18101,2.99824312,,43.942,4.318
31056,1.27,,,6.9
AP305CX-WR,0.4,,14.7,3.9
AL5900A7F-E6,,,44.196,4.318
16713,,,3.4,1.4
16567,,,8.2,1.7
16561,,,8.2,1.7
17350,,,17.4,1.7
17401,,,17.4,1.7
16705,,,17.4,1.7
17360,,,17.4,1.7
16179,6.32,,44.2,4.4
16706,,,17.4,1.7
16701,5.8513368,,44.196,4.318
16704,,,19.2,1.7
16172,,,19.2,1.7
16563,,,17.4,1.7
16569,,,17.4,1.7
16177,6.22,,44.2,4.4
10051H,,850,,
S26361-F1650-L202,,1.8,,
S26391-F938-L900,,0.18,,
S26361-K1602-V160,2.7,,50.05,32.260000000000005
S26361-K1653-V140,7.42,,51.35,35.93
VFY:B248TDXSP1EU,3.5,,55.3,33
S26361-K1647-V140,5.82,,53.2,35
S26361-K1374-V140,7.9,,41.1,37.4
S26361-K1471-V140,7.2,,41.4,34.9
S26361-K1497-V141,8.4,,55.9,36.6
S26361-K1643-V140,5.25,,54,32.6
S26361-K1577-V140,5.6,,55.3,Yes
S26361-K1684-V140,5.59,1.8,53.2,Yes
S26361-K1577-V160,5.6,,55.3,33
S26391-F6007-L400,0.35,,4,19
MBD2147RC,0.22,,6.9799999999999995,1.5
S26381-K511-L454,0.553,1.85,,Yes
S26381-K100-L412,0.835,,,Yes
S26381-K511-L478,0.553,1.85,,Yes
S26381-K511-L465,0.553,1.85,,Yes
S26381-K515-L420,0.553,1.85,45.2,2.35
S26381-K511-L446,0.553,1.8,,Yes
S26361-F4026-L216,,,13.330000000000002,3.1
S26381-K467-L100,0.089,1.85,5.9799999999999995,3.85
S26381-K467-L101,0.089,1.85,5.9799999999999995,3.85
S26381-K468-L100,0.084,1.85,61.3,3.85
S26381-K468-L101,0.084,1.8,61.3,3.85
S26391-F1192-L151,0.99,,37,30
S26391-F1657-L110,0.517,,34.6,3
S26391-F1667-L100,0.33,,21.9,2.6
S26391-F1317-L119,0.54,,39.4,2.7
S26391-F6007-L410,0.195,,18.9,2.6
FUJ:CP656337-XX,0.68,,,
FUJ:CA49600-0240,0.05,,,
S26341-F103-L142,0.2,,14.4,1.4
S26113-E557-V55-1,0.42,,,
S26113-E611-V50-1,1.16,,,
S26113-E566-V50-1,1.52,,,
PA03338-K011,0.0544,,,
S26361-F3828-L240,,,32,
PA03753-B001,4.3,,45.4,12.9
PA03610-B101,52,,27.3,3.4
VFY:R2525SC010IN,25,,48.239999999999995,8.66
VFY:R2535SC050IN,16,,48.3,4.3
VFY:R2535SC030IN,16,,48.3,4.3
CV27Q-EK,7,,61.4,Yes
FI27Q-EK,,,61.5,Yes
FI27Q-P,119,,61.5,37.1
G32QC,7.8,,71,42.3
B550 AORUS PRO AC,,,30.5,
GV-N730D5-2GL,,,6.890000000000001,1.47
GV-N105TOC-4GD,,,11.1,3.6
GV-N105TD5-4GD,,,11.3,3
GV-N1030OC-2GI,,,11.120000000000001,2.68
GV-N2060WF2OC-6GD,,,26.49,12.059999999999999
GV-R55XTOC-4GD,,,11.9,4
GV-N710D5SL-2GL,,15.1,,6.9
GV-N1650IXOC-4GD,,,15.2,11.4
GP-GSTFS31120GNTD,,,6.9799999999999995,0.7
GP-GSTFS31240GNTD,,,6.9799999999999995,0.7
GP-ASM2NE6100TTTD,,,8.05,1.1400000000000001
GP-ASM2NE6200TTTD,,,8.05,1.1400000000000001
GP-ASM2NE6500GTTD,,,8.05,2.35
GP-GSTFS31480GNTD,,,6.9799999999999995,0.7
TRX40 AORUS PRO WIFI,,,30.5,
B450M Gaming,,,24.4,
B450M S2H,,,24.4,
X570 AORUS MASTER,,,30.5,
Z490 AORUS XTREME,,,30.5,
Z390 UD,,,30.5,
B450 GAMING X,,,30.5,
B365M DS3H,,,22.6,
X570 GAMING X,,,30.5,
H310N,,,17,
H310M S2H 2.0,,,22.6,
TRX40 DESIGNARE,,,32.5,
Z490I AORUS ULTRA,,,17,
B450M DS3H,,,24.4,
B365M H,,,22.6,
TRX40 AORUS XTREME,,,32.5,
H410M H,,,22.6,
GA-A320M-S2H,,,24.4,
B450 Aorus Elite,,,30.5,
B460M DS3H,,,24.4,
B365M D3H,,,24.4,
X570 AORUS ELITE,,,30.5,
Z490 AORUS PRO AX,,,30.5,
GP-AMP500,,,43,
GB-BACE-3160,,,10.76,5.61
GB-BLCE-4105,,,11.26,4.68
GB-BLPD-5005,,,11.26,4.68
S30852-H2314-R101,0.2,,,
S30852-H2714-R101,0.22,,16.3,22.3
S30852H2870L101,0.036,,,
S30853-H4002-R101,0.108,,,
S30853-H4003-R101,0.108,,,
GDS3710,0.6,,8,17.3
GXP1615,,,7.26,
WP820,5.68,,6.63,0.858
GRP2615,1.4787099199999998,,9.57,3.24
GXP2140,34.6,,8.98,
GXP2160,34.6,,10.8,1.83
GAC2500,2.34960656,,11,2.36
UCM6202,0.51,,15.5,3.45
HT818,0.356,,,
Q2009A,0.113,,,
Q2011A,0.113,,,
J9281B,0.111,1,,
867966-B21,0.68,,12.7,2.54
874572-B21,2.98,,55.1,25.6
724865-B21,0.91,,12.85,21.11
867809-B21,0.68,,43.18,2.54
P06687-B21,0.13,,16.31,6.1
826691-B21,0.68,,13.969999999999999,76.2
Q1J28A,18.4,,49.5,8.9
Q1J29B,18.4,,49.5,8.9
Q2R49A,17.6,,49.5,8.9
Q1J31A,18.4,,49.5,8.9
Q2R25B,17.6,,49.5,8.9
QK734A,,5,,
844477-B21,,3,,
R2H28A,17.6,,6.3,1.46
307132-001,,,3.8,
653956-001,0.45,,7.57,1.56
627195-001,15.9,,3.1,0.63
JE066A,4.5,,30,4.36
R2X16A,11,,3.39,5.91
633407-421,21.4,,44.55,8.59
817011-B21,0.45,,18.419999999999998,13.969999999999999
503296-B21,3.62,,,
JW020A,,,20,20
414037-001,1.8,,26.77,2.79
455883-B21B,0.02,850,5.57,1.19
P01366-B21,0.45359,,5.71,24.130000000000003
815098-B21B,,,13.330000000000002,3.1
817749-B21B,0.09,,12.11,1.3699999999999999
511777-001,3.62,,8.629999999999999,3.81
K2Q45A,0.46,,12.7,17.78
652564-S21,0.725,,,
458928-B21,1.36,,11.07,2.6399999999999997
804613-B21,0.45,,18.419999999999998,13.969999999999999
J9281D,,1,,
782961-B21,,,1.95,2.9
434916-001,0.8,,,
R3J26A,11,,3.39,5.91
JG726A,13,,44,4.37
JG237A,7.5,,44,4.3
JC100A,6,,,
AM867A,6.89,,19.05,
804631-B21,0.45,,18.419999999999998,13.969999999999999
572213-001,1.27,,19.25,2.79
656362-B21,1.13,,3.81,8.629999999999999
AW555A,2.26796,,8.5,12.5
652589-S21,0.725,,,
870759-B21S,,,7.57,1.56
765257-B21,15.9,,2.98,0.614
660185-001,1.13,,3.81,8.629999999999999
AP861A,2.26796,,,
653959-001,,,10.58,17
512547-S21,1.36,,13,18.75
765259-B21,15.9,,2.98,0.614
875242-B21,0.45359,,5.71,24.130000000000003
737392-B21,15.9,,4.36,1.04
R2W96A,6.81,,5.98,1.34
872481-B21S,,,7.57,1.56
571956-B21,1.27,,2.8,26.79
651314-001,,,3.5,
JX927A,0.9979024000000001,,,
536404-001,1.36,,8.629999999999999,3.81
737573-001,,,4.17,1.06
431958-B21,0.725,,,
736958-421,30.4,,21.8,46.2
865414-B21,1.81,,6.8,22.53
656364-B21,1.13,,3.81,8.629999999999999
AM868B,4.22,,42.88,4.29
581286-B21,25.6,,3.1,0.63
785069-B21,15.9,,2.98,0.614
587476-B21,,,25.6,
J9591A,0.33,,,
AJ736A,2.27,,,
693687-B21,1.360776,,1.04,7.25
727060-B21,0.094,,12,1.6
431935-B21,0.725,,,
R3J22A,6.81,,5.98,1.34
504062-B21,,,6.9799999999999995,1.5
870757-B21S,1.36,,25.4,12.7
454232-B21,1.6,,10.16,2.54
418367-B21,0.725,,,
832414-B21,0.45,,18.419999999999998,13.969999999999999
652620-B21,25.6,,4.17,1.06
C5718A,0.5,150,0.4,
654540-001,0.0907,,14.7,1.2
JG894A,10,,43.989999999999995,4.37
652611-B21,,,7.57,1.56
691864-B21,0.612,,,
AK344A,0.91,,,
572216-001,2,,32.4,14.469999999999999
J9736A,,3,,
J9735A,,1,,
J9285D,,7,,
J9283D,,3,,
870548-B21,1.1,,28,15
826694-B21,0.9,,,15
AJ740A,2.26796,,12.5,6.5
659337-B21,1.36,,2.6399999999999997,18.419999999999998
507614-B21R,1.36,,11.07,2.6399999999999997
846528-B21,1.36,,14.61,25.4
AJ739A,5,,,
458926-B21,1.36,,11.1,2.6
418371-B21,0.725,,,
454146-B21,1.36,,,
N9X94A,1.05,,21.59,31.75
652615-B21,25.6,,4.17,1.06
431944-B21,1.6,,,
AJ737A,1.36,,,
507632-B21,1.36,,11.07,2.6399999999999997
846524-B21,1.36,,14.61,25.4
761477-B21,1.360776,,4.17,1.06
530888-B21,1.36,,,
458930-B21,1.36,,,
395473-B21,,,11.07,2.6399999999999997
384854-B21,0.725,,,
492620-B21,0.725,,17.78,22.86
349239-B21,0.5,,11.07,2.6399999999999997
581284-B21,15.9,,3.06,0.63
759212-B21,15.9,,2.98,0.614
516814-B21,,,4.36,1.04
QK703A,2.26796,,8.5,6.5
659339-B21,1.36,,2.6399999999999997,18.419999999999998
AW611A,0.45,,17.78,11.76
P04537-B21,,,,1.5
P09088-B21,,,,1.5
P05928-B21,,,,0.7
868818-B21,,,,0.7
P04556-B21,,,,0.7
P04478-B21,,,,0.7
P09716-B21,,,,0.7
846436-B21,0.5,,12.7,17.78
P04474-B21,,,,0.7
P04525-B21,,,,1.5
N9X96A,0.46,,12.7,17.78
739888-B21,0.45,,18.419999999999998,13.969999999999999
P04533-B21,,,,1.5
822555-B21,,,,1.5
822559-B21,,,,1.5
P06194-B21,,,,0.7
P07926-B21,,,,0.7
P07922-B21,,,,0.7
P04517-B21,,,,1.5
P09090-B21,,,,1.5
P06584-B21,,,,0.7
P07930-B21,,,,0.7
666986-B21,,,1.3,7.6
J9829A,2.74,,18.919999999999998,12.95
Q1C17A,2,,6.6,13.11
J9820A,0.27,,,
JL085A#ABB,0.69,,8.309999999999999,4.01
JL085A,0.69,,8.309999999999999,4.01
J9828A,2.44,,18.919999999999998,12.95
JL087A,0.88,,8.309999999999999,4.01
JL083A,0.17,,,
JL084A,0.26,,,
J9827A,0.48,,,
J9987A,0.79,,26.160000000000004,4.45
J9988A,0.99,,26.16,4.45
JH330A,0.7,,23.47,2.69
JH327A,0.3,,11.48,2.69
J9980A#ABB,2.72,,44.25,4.39
JH407A,0.18,,11.43,3.56
JL680A,1.16,,25.4,4.39
JG708B,,,44,4.4
JH329A,0.5,,15.77,2.69
JG962A,6,,44,4.4
J9540A,34,,,
JL686A,4.52,,44.25,4.39
J9979A,0.82,,25.4,4.39
JH016A,1.2,,26.6,4.4
J9783A,0.82,,25.4,4.45
JL380A,0.82,,25.4,4.39
JL682A,2.41,,44.25,4.39
JL684A,3.67,,44.25,4.39
JG301B,10,,43.989999999999995,4.37
JL693A,,,10,1.7
JH328A,0.5,,15.77,2.69
J9780A#ABB,0.91,,25.4,4.45
JG933A,8,,44,4.36
JL681A,2.11,,25.4,4.39
813874-B21,0.018,,1.35,1.4
455883-B21,,850,1.34,0.85
JG081C,,5,,
P9D93A,0.68,,30.5,11.4
700767-B21,0.07,,11.2,3.8
817749-B21,0.09,,12.11,1.3699999999999999
453246-B21,0.45,,3.65,28.72
P9D94A,0.68,,30.48,11.43
647594-B21,,,6.859999999999999,
652238-B21,0.665,,13,0.95
726536-B21,0.66,,0.95,13.209999999999999
356963-B21,0.904,,,
P9Q37A,1,,,
874571-B21,1.41,,39.4,26.389999999999997
503296-B21B,1.36,,8.629999999999999,3.81
664046-B21,2.84,,,
865408-B21,1.36,,6.8,22.53
J9852A,2.59,,11.940000000000001,71.63
867998-B21,0.59012367,,43.18,1.27
P9L22A,15.4,,203.2,67.95
874578-B21,13.3,,89,26.389999999999997
788355-B21,0.45,,38.1,29.21
AF631A,5.2,,43.6,4.220000000000001
P9K37A,1361,,200.66,59.8
P9K07A,1360.77,,60,200.6
870549-B21,0.45,,16.8,1.5
716197-B21,,2,,
407339-B21,0.45,2,,
716191-B21,,2,,
716195-B21,,1,,
716193-B21,,4,,
716199-B21,,4,,
876805-B21,,4,,
P06789-425,,,17.5,36.83
P10813-421,,,19.5,44
P17081-B21,,,17.1,1.7
P18584-421,4.23,,24.5,11.89
PERFDL380-015,14.8,,44.55,8.74
P24842-B21,14.7870992,,17.5,3.44
PERFDL360-013,,,43.46,4.29
P02467-B21,14.8,,44.55,8.74
P11050-421,21,,64.8,46.25
P10812-421,,,19.5,44
P17201-B21,10.7047712,,17.1,1.69
P16005-421,4.23,,11.6,24.5
P23465-B21,14.7870992,,17.5,3.44
P23579-B21,,,17.1,1.69
P24841-B21,14.7870992,,17.5,3.44
P11053-421,21,,64.8,46.25
P10811-421,,,19.5,44
P23578-B21,,,17.1,1.69
P09707-B21,14.9,,44.54,9.73
P19778-B21,,,17.1,1.69
J9578A,,0.5,,
AH166A,3.84,,,
EH970A,8,,,
Q1F52A,16.1,,15,21
Q1L90A,19.7,,43.8,55.4
Q1L87A,39.5,,44.1,8.620000000000001
J9975A,0.45,,21.59,3.81
R0K13A,1.2020188,,7.09,3.98
0F27454,,,4,1
0F27610,23.3,,4,1.03
HUS728T8TALE6L4,0.715,,10.16,2.6100000000000003
0F27452,,,4,1
0F30144,,,4,1
0B36040,,,4,1
HUA723020ALA640,0.69,,10.16,2.6100000000000003
HUS722T1TALA604,0.64,,10.16,14.7
HUA723030ALA640,0.69,,10.16,2.6100000000000003
DS-K2602,,,34.5,9.8
DS-K1F100-D8E,0.0876,,11.7,1.4300000000000002
DS-D5032FC-A,9.25,,72.9,43.3
DS-D5032QE,6.76,,80.4,50
DS-D5024FC,6,,56.1,33.9
DS-D5022FC,7.1,,,
DS-1280ZJ-TR13,0.187,,14.430000000000001,
ISD-SMG318LT-F,50,,70,227
HS-SSD-C100/480G,,,6.99,10.01
DS-3E0310HP-E,1.22,,21.759999999999998,2.7800000000000002
DS-7732NI-I4/24P,5,,44.5,7.1
DS-2TD1217B-3/PA,33.15,0.4,13.716000000000001,12.192
DS-6704HUHI-K,1.16,,61.5,4.5
DS-2CC52D9T-AVPIT3ZE,2.00034072,0.27999999999999997,14.478000000000002,12.446000000000002
DS-2TD2617B-6/PA,1.7599369599999999,0.8,11.43,11.43
DS-1280ZJ-DM21,,,13.5,
DS-7208HUHI-K2/P,2,,,
DS-9632NI-I8,10.0017036,,44.45,8.89
DS-1280ZJ-XS,0.32,,10,4.32
DS-7616NI-K2/16P,1,,38.5,5.2
DS-7204HQHI-K1/P,1.16,,,
DS-7208HQHI-K2/P,17.5,,,
DS-2AE4215T-D3(C),2,5,,16.8
DS-2CD2645FWD-IZS,1.8914786399999999,0.27999999999999997,14.478000000000002,33.274
DS-2CD6924F-IS(4mm),3.5,850,19,20.8
DS-7204HUHI-K1/P,1.5,,,
DS-7216HUHI-K2/P,3.8,,38,4.8
DS-7216HQHI-K2/P,2,,,
DS-7608NI-I2/8P,2.99824312,,38.1,4.572
DS-7616NI-I2/16P,2.99824312,,38.1,4.572
DS-2TD2636B-15/P,1.81890392,0.6,11.938,11.684
DS-7604NI-K1/4P,1,,31.5,4.8
DS-2TP31B-3AUF,0.35,0.31,5.9,19.6
DS-2TP21B-6AVF/W,0.653,0.62,24.4,10.4
HUS726060ALE610,0.715,,10.16,2.6100000000000003
HUC109090CSS600,0.204,,7.01,1.48
GP57ES40.AHLE10B,0.2,,14.4,1.4
GP57EB40.AHLE10B,0.2,,14.4,1.4
IH21A0002,0.367,,17.5,
CBL-500-150-S00,,1.5,,
STND-22F00-001-6,,,,22
STND-15R00-000-6,,,,15
STND-15F03-009-4,,,,15
CBL-500-300-S00,,3,,
STND-19R02-002-4,,,,19
STND-08R00-000-6,,,,8
53-53235-N-3,,2.9,,
STND-15F03-009-6,,,,15
1300G-2USB,0.16,3,7.9,15
7580G-5USBX-0,0.34,,8.3,15
MK5145-31A38-EU,0.1,650,6.3,5.1
MK5145-32A38-EU,0.1,,16.9,5.1
SL42-055301-K-0,0.225,,7.9,3.2
1300G-1USB,0.16,,7.9,15
1980IFR-3SER,0.335,,7.5,19.5
1910IER-3USB,0.3,3,7.5,19.5
1980IFR-3,0.335,,7.5,19.5
1980IFR-3USB,0.335,,7.5,19.5
1981IFR-3USB-5,0.42,,7.5,19.5
MK7120-31C41,0.4,650,,
3320G-4USB-0,0.077,,5.1,2.6
MK3780-61C41,0.195,650,,
1200G-2USB-1,0.125,,18,9.7
1300G-2,0.16,,15,7.9
MK7580-30C41-02,0.34,,8.3,15
MK7820-00C41,0.7,650,15.2,15.2
SL22-022201-K,0.125,,7.029999999999999,3
SL42-076202-H-K,0.2,,7.33,14.559999999999999
7980G-2USBC-0,0.539,,15.2,14.8
1202G-2USB-5BF,0.185,,6.6,9.2
MK7120-71C41,0.4,650,,
MK9540-37A38,0.149,650,7.8,5.6
MK7120-31A38,0.4,650,10.2,15
1202G-1USB-5,0.18,,,
1202G-1,0.18,,18,9.2
7190G-2USBX-0,0.41,,10.8,14.8
7980G-2USBX-0,0.539,,15.2,14.8
MK5145-71A38-EU,0.1,650,6.3,5.1
SL42-076302-H-K,0.2,,7.33,14.559999999999999
1300G-1,0.16,,15,7.9
1400G2D-2USB,0.119,,4.3,6.6
MK7580-30B38-02-A,0.34,,8,15
MK5145-71C41-EU,0.1,650,,
1400G2D-2,0.119,,18,6.6
1250G-2USB-1,0.133,,16.8,7.4
1400G2D-2USB-1,0.119,1.5,6.6,4.3
1202G-2,0.18,,18,9.2
1250G-2,0.133,,,
MS5145-38-3-EU,0.1,2.1,6.3,5.1
1452G2D-2USB-5,0.179,,17.3,8.2
7980G-2-1D,0.539,,15.2,14.8
1602G2D-2USB-OS,0.1,,4.8,12
1250G-2KBW-1,0.125,,,
1200G-2,0.125,,18,9.7
MK7120-31D41,0.4,650,10.2,15
1300G-2KBW,0.16,,,
YJ HF600-1-2USB,0.34,620,9.82,17
MK9540-37C41,0.149,,7.8,19.8
MK7820-00C47,0.7,650,,
MK3580-31C41,0.17,650,,
1200G-1,0.125,,6.6,9.7
MK9540-77A38,0.149,650,,
1910IER-3,0.3,,7.5,13.3
7190G-0USBX-0,0.41,,10.8,14.8
MK7120-71A38,0.38,650,,
1250G-2USB,0.133,,,
1280IFR-3SER,0.335,,7.5,19.5
3320G-5USBX-0,0.077,,5.1,2.6
MK3580-32A38,0.17,,6.7,10.8
MK3780-61A38,0.195,650,18.9,7.3
MK7820-00C38,0.7,650,15.2,15.2
MS7120-41-3,0.4,,10.2,15
1202G-2USB-5,0.18,,6.6,9.2
8670100RINGSCR,0.136,,,
MK3580-31A38,0.17,650,6.7,10.8
MK5145-31C41-EU,0.1,2.1,6.3,5.1
3320G-4,0.077,,5.1,2.6
VM3A-L0N-1A4A20E,3,,31.8,26
PB32A10004000,0.828,,12.7,18.2
XF2-00-03000000,3.5,1,23,10.5
SF61BHP-SA001,0.184,,4.6,3.9
IF2B010002,1,,,4.32
EDA71-0-B961SAGOK,,,11.8,21.4
PR2A300610111,0.309,,8.8,6.3
PC43DA00000202,1.72,1.727,18,16.7
XJ3-00-07000000,4.5,,23,12.5
8680I200-2,0.168,,5.6,
VM1A-L0N-1A4B20E,1.2,,26.8,21.4
RP2A0000C30,0.72,,11.6,16
CT40-L1N-27C11BE,0.278,,7.7,16.2
CT40-L0N-27C11AE,0.278,,7.7,16.2
PB22A10004000,0.678,,10.1,7.1
1-970649-47-0,,420,15.4,
236-197-001,,3.65,,
CK3XAA4K000W4100,0.499,,8.3,21.6
I90078-0,,153,5.2,
VM1A-L0N-1A4A20E,21,,26.8,21.4
EDA71-1-B741SAGOK,,,11.8,21.4
PX4E010000000120,12.6,,48.2,27.5
PX940V30100000300,23,450,26.1,39.87
EDA71-0-B741SAGOK,0.55,,11.8,21.4
EDA51-0-B742SOGOK,0.272,,15.7,1.69
1-970657-01-0,,300,11,
C43-00-43900P07,8.2,600,32.1,33
PX940V30100060600,23,450,26.1,39.87
CT40-L0N-27C21AE,0.278,,7.7,16.2
EDA51-1-B633SOGOK,0.272,,15.7,1.69
XJ4-00-07000000,4.5,,23,12.5
C82-00-46000004,18.2,600,32.1,33
1-970646-07,,450,11,
VM1A-L0N-1A6A20E,1.2,,26.8,21.4
EDA71-1-B741EAGOK,0.55,,11.8,21.4
EDA71-1-B961SAGOK,0.55,,11.8,21.4
EDA51-0-B633SOGOK,0.272,,15.7,1.69
PM43A11000000302,15.8,450,28.419999999999998,29.46
CN75AN5KCF2A6101,0.45,,8,16.9
CT40-L0N-2SC110E,0.278,,7.7,16.2
CN80-L1N-5EC110E,0.5,,7.8,3.3200000000000003
CK65-L0N-DSC210E,0.498,,8.3,22.7
CK65-L0N-E8N212E,0.498,,22.7,4.2
EDA60K-0-N223ENLOK,0.415,,7.85,2.8
CK65-L0N-BSC210E,0.498,,8.3,22.7
CK65-L0N-AMN210E,0.498,,8.3,22.7
CT60-L0N-BSC211E,0.35,,8.25,16
CT60-L0N-ASC210E,0.35,,8.25,16
CT40-L1N-1NC110E,0.278,,7.7,16.2
EDA50K-1-C121NGOK,0.3,,7.3,16.4
EDA60K-0-N223ENEOK,0.415,,21.55,2.8
CT60-L0N-BRC210E,0.35,,8.25,16
CK65-L0N-B8N212E,0.498,,22.7,4.2
CT60-L0N-ASC110E,0.35,,8.25,16
CK75AB6MC00A6401,0.584,,8,23.7
EDA70-0-C121SNGOK,0.55,,11.8,21.4
CN80-L0N-1EN222E,0.5,,7.8,3.3200000000000003
SS660A,3.25,,60.3,15
911502-101,0.6,1.8,,
CN622AE,3.4,,24.169999999999998,7.159999999999999
CN625AE,6.8,,27.089999999999996,7.159999999999999
CN628AE,3.9,,24.2,8.66
B3P20A,0.25,,20.2,4
C4844A,6.7,21.1,51,21.9
C8773EE,0.013,,3.6,11.4
CN053AE,0.09,,11.4,3.6
C2P19AE,0.05,,10.6,11.35
C2P07AE,0.07,,11.3,11.5
L0R95AE,0.17,,21.5,4.8
F6V25AE#BHK,184.5,,11.3,11.5
H6Y90AA#ABB,0.7,,15.6,7.7
E8372-W,0.04,,,
51093RKS,0.192,,7.340000000000001,15.8
41A5136,1.41,2,,
45N1025,0.345,,20.880000000000003,2.2800000000000002
0A36306,0.345,,,
49Y6092,0.69,,10.16,2.62
44W2234,0.8,,10.16,2.6100000000000003
90Y8926,0.69,,10.16,2.62
44W2244,0.8,,10.16,2.6100000000000003
00NA241,,,7,1.48
43W7626,1,,7,1.48
90Y8877,0.69,,10.16,2.62
00NA441,,,7,1.48
41A5327,1.63,2,49.5,6.3
49Y3761,0.113,,16.7,6.4
01PL041,0.2,,10.540000000000001,10.2
P1905S-B2,4.6,,41.45,42.05
E1780SD-B1,2.6,,37,38
XUB2390HS-B1,5.4,,53.2,31.8
XB2481HS-B1,5.5,,54.4,40.7
GB2730QSU-B1,,,61.1,37.1
XB3270QS-B1,8.9,,70,44.5
XUB2395WSU-B1,5.4,,49.9,32
XUB3493WQSU-B1,9.5,,81.7,41.5
XUB2493HSU-B1,4.8,,54,37.3
XU2294HSU-B1,3,,48.9,37.6
E2083HSD-B1,2.7,,47,36
XU2395WSU-B1,4,,49.9,39.6
XUB2292HS-B1,4.8,,48.9,35.2
B2483HSU-B5,5.1,,56.5,34
B1980SD-W1,5.1,,41.1,35.2
B2791HSU-B1,6.9,,,Yes
XUB2792HSU-B1,6.8,,61.2,52.7
E1980SD-B1,3.2,,41.1,40.2
B1780SD-W1,4.4,,37,32.2
B1780SD-B1,4.4,,37,32.2
XU2492HSU-B1,3.6,,54,32.9
XUB2792QSU-B1,6.1,,61.1,52.7
B2791QSU-B1,6.1,,61.1,37.1
XU2292HS-B1,3.2,,48.85,37.6
XUB2294HSU-B1,4.7,,48.9,35.2
B2083HSD-B1,4.3,,47,27.8
X2783HSU-B3,4.4,,62.25,44.6
XUB2492HSU-W1,5.4,,53.95,50.6
XUB2595WSU-B1,,,54.6,39.9
XUB2492HSU-B1,5.4,,53.95,37.6
XUB2792UHSU-B1,6.4,1.5,61.4,39.8
XU2792HSU-B1,5.1,,61.2,43.5
B1980SD-B1,5.1,,41.1,35.2
B2280WSD-B1,5.5,,51.2,34.9
XU2390HS-B1,4,,53.2,31.8
X2481HS-B1,37,,54.4,38.9
B2875UHSU-B1,7.5,,66,39.1
XB2483HSU-B3,5.6,,55.2,38.1
XUB2792QSU-W1,6.1,,61.1,52.7
XUB2495WSU-B1,5.88,,53.2,39.7
XUB2294HSU-W1,4.7,,48.9,35.2
OWM001,,,2.4,
LE8640UHS-B1,63.8,,192.79000000000002,109.89000000000001
LH6542UHS-B1,35,,1.49,99.8
LE4340UHS-B1,,,1.49,55.94
LH5546HS-B1,18.9,,1.56,95.2
TF6538UHSC-B2AG,69,,4.97,102
LE7540UHS-B1,53.3,,167.66,95.5
LH7542UHS-B1,79.8,,168.35,96.15
LH3246HS-B1,6.9,,1.58,60.3
T5561UHSC-B1,30.7,,124.75,73.25
TF5538UHSC-B2AG,41,,129.45,76.55
LH5050UHS-B1,14.3,,113.25,65.6
LE5540UHS-B1,16,,1.47,71.16
TF3238MSC-B2AG,14.5,,74.85,45
LE5040UHS-B1,12.6,,112.35,64.65
S2820HSB-B1,5.5,,1.82,17
LH8642UHS-B1,83.3,,1.55,142.7
